"alias","index","complete_gene_name","gene_symbol"
"GAB4",17860,"GRB2 associated binding protein family member 4","GAB4"
"C22orf39",17861,"chromosome 22 open reading frame 39","C22orf39"
"C22orf25",17862,"transport and golgi organization 2 homolog","TANGO2"
"MECRCN",17862,"transport and golgi organization 2 homolog","TANGO2"
"TANGO2",17862,"transport and golgi organization 2 homolog","TANGO2"
"SLC9A3P2",17863,"solute carrier family 9 member 3 pseudogene 2","SLC9A3P2"
"3'OY11.1",17864,"zinc finger protein 280A","ZNF280A"
"SUHW1",17864,"zinc finger protein 280A","ZNF280A"
"ZNF280",17864,"zinc finger protein 280A","ZNF280A"
"ZNF636",17864,"zinc finger protein 280A","ZNF280A"
"ZNF280A",17864,"zinc finger protein 280A","ZNF280A"
"RUTBC2",17866,"small G protein signaling modulator 1","SGSM1"
"SGSM1",17866,"small G protein signaling modulator 1","SGSM1"
"EMI5",17867,"EMI domain containing 1","EMID1"
"EMU1",17867,"EMI domain containing 1","EMID1"
"EMID1",17867,"EMI domain containing 1","EMID1"
"dJ90G24.5",17868,"CPSF1 pseudogene 1","CPSF1P1"
"CPSF1P1",17868,"CPSF1 pseudogene 1","CPSF1P1"
"LIAR",17869,"ankyrin repeat domain 54","ANKRD54"
"ANKRD54",17869,"ankyrin repeat domain 54","ANKRD54"
"C2orf89",17871,"TraB domain containing 2A","TRABD2A"
"TIKI1",17871,"TraB domain containing 2A","TRABD2A"
"TRABD2A",17871,"TraB domain containing 2A","TRABD2A"
"LPAAT",17884,"membrane bound O-acyltransferase domain containing 2","MBOAT2"
"LPCAT",17884,"membrane bound O-acyltransferase domain containing 2","MBOAT2"
"LPCAT4",17884,"membrane bound O-acyltransferase domain containing 2","MBOAT2"
"LPEAT",17884,"membrane bound O-acyltransferase domain containing 2","MBOAT2"
"LPLAT 2",17884,"membrane bound O-acyltransferase domain containing 2","MBOAT2"
"OACT2",17884,"membrane bound O-acyltransferase domain containing 2","MBOAT2"
"MBOAT2",17884,"membrane bound O-acyltransferase domain containing 2","MBOAT2"
"RPL32P3",17987,"ribosomal protein L32 pseudogene 3","RPL32P3"
"LIMK2P1",18232,"LIMK2 pseudogene 1","LIMK2P1"
"A3D",18260,"apolipoprotein B mRNA editing enzyme catalytic subunit 3D","APOBEC3D"
"A3DE",18260,"apolipoprotein B mRNA editing enzyme catalytic subunit 3D","APOBEC3D"
"APOBEC3DE",18260,"apolipoprotein B mRNA editing enzyme catalytic subunit 3D","APOBEC3D"
"APOBEC3E",18260,"apolipoprotein B mRNA editing enzyme catalytic subunit 3D","APOBEC3D"
"ARP6",18260,"apolipoprotein B mRNA editing enzyme catalytic subunit 3D","APOBEC3D"
"APOBEC3D",18260,"apolipoprotein B mRNA editing enzyme catalytic subunit 3D","APOBEC3D"
"RPL37_9_1698",18286,"ribosomal protein L37 pseudogene 1","RPL37P1"
"bA563A22B.2",18286,"ribosomal protein L37 pseudogene 1","RPL37P1"
"RPL37P1",18286,"ribosomal protein L37 pseudogene 1","RPL37P1"
"RPL36_9_1713",18287,"ribosomal protein L36 pseudogene 1","RPL36P1"
"bA80K6.3",18287,"ribosomal protein L36 pseudogene 1","RPL36P1"
"RPL36P1",18287,"ribosomal protein L36 pseudogene 1","RPL36P1"
"RPL35A_15_1710",18298,"ribosomal protein L35a pseudogene","RPL35AP"
"bA456N23.1",18298,"ribosomal protein L35a pseudogene","RPL35AP"
"RPL35AP",18298,"ribosomal protein L35a pseudogene","RPL35AP"
"RPL37A_5_1704",18299,"ribosomal protein L37a pseudogene 1","RPL37AP1"
"dJ1013A22.4",18299,"ribosomal protein L37a pseudogene 1","RPL37AP1"
"RPL37AP1",18299,"ribosomal protein L37a pseudogene 1","RPL37AP1"
"RPL31_24_1693",18300,"ribosomal protein L31 pseudogene 3","RPL31P3"
"dJ1018D12.4",18300,"ribosomal protein L31 pseudogene 3","RPL31P3"
"RPL31P3",18300,"ribosomal protein L31 pseudogene 3","RPL31P3"
"RPL39_20_1715",18301,"ribosomal protein L39 pseudogene","RPL39P"
"dJ1167H4.5",18301,"ribosomal protein L39 pseudogene","RPL39P"
"RPL39P",18301,"ribosomal protein L39 pseudogene","RPL39P"
"RPL36_7_1697",18311,"ribosomal protein L36 pseudogene 4","RPL36P4"
"dJ477O4.3",18311,"ribosomal protein L36 pseudogene 4","RPL36P4"
"RPL36P4",18311,"ribosomal protein L36 pseudogene 4","RPL36P4"
"RPL36_8_1711",18312,"ribosomal protein L36 pseudogene 2","RPL36P2"
"dJ530I15.5",18312,"ribosomal protein L36 pseudogene 2","RPL36P2"
"RPL36P2",18312,"ribosomal protein L36 pseudogene 2","RPL36P2"
"RPL31_25_1695",18314,"ribosomal protein L31 pseudogene 2","RPL31P2"
"dJ553F4.5",18314,"ribosomal protein L31 pseudogene 2","RPL31P2"
"RPL31P2",18314,"ribosomal protein L31 pseudogene 2","RPL31P2"
"5'OY11.1",18360,"zinc finger protein 280B","ZNF280B"
"D87009.C22.3",18360,"zinc finger protein 280B","ZNF280B"
"SUHW2",18360,"zinc finger protein 280B","ZNF280B"
"ZNF279",18360,"zinc finger protein 280B","ZNF280B"
"ZNF632",18360,"zinc finger protein 280B","ZNF280B"
"ZNF280B",18360,"zinc finger protein 280B","ZNF280B"
"EIF3EIPP2",18395,"eukaryotic translation initiation factor 3 subunit L pseudogene 2","EIF3LP2"
"EIF3S6IPP2",18395,"eukaryotic translation initiation factor 3 subunit L pseudogene 2","EIF3LP2"
"EIF3LP2",18395,"eukaryotic translation initiation factor 3 subunit L pseudogene 2","EIF3LP2"
"FAM10A5",18424,"ST13, Hsp70 interacting protein pseudogene 5","ST13P5"
"ST13P5",18424,"ST13, Hsp70 interacting protein pseudogene 5","ST13P5"
"FAM10A3",18458,"ST13, Hsp70 interacting protein pseudogene 3","ST13P3"
"FAM10A3P",18458,"ST13, Hsp70 interacting protein pseudogene 3","ST13P3"
"ST13P3",18458,"ST13, Hsp70 interacting protein pseudogene 3","ST13P3"
"FAM10A4",18473,"ST13, Hsp70 interacting protein pseudogene 4","ST13P4"
"FAM10A4P",18473,"ST13, Hsp70 interacting protein pseudogene 4","ST13P4"
"ST13P4",18473,"ST13, Hsp70 interacting protein pseudogene 4","ST13P4"
"NUP50P",18488,"nucleoporin 50 pseudogene 1","NUP50P1"
"NUP50P1",18488,"nucleoporin 50 pseudogene 1","NUP50P1"
"TOM1L2",18563,"target of myb1 like 2 membrane trafficking protein","TOM1L2"
"NGRH2",18570,"reticulon 4 receptor like 1","RTN4RL1"
"NgR3",18570,"reticulon 4 receptor like 1","RTN4RL1"
"RTN4RL1",18570,"reticulon 4 receptor like 1","RTN4RL1"
"LGALS16",18659,"galectin 16","LGALS16"
"CESK1",18782,"chaperonin containing TCP1 subunit 8 like 2","CCT8L2"
"CCT8L2",18782,"chaperonin containing TCP1 subunit 8 like 2","CCT8L2"
"XRG3",18783,"XK related 3","XKR3"
"XTES",18783,"XK related 3","XKR3"
"XKR3",18783,"XK related 3","XKR3"
"LINC00895",18784,"long intergenic non-protein coding RNA 895","LINC00895"
"LINC00896",18785,"long intergenic non-protein coding RNA 896","LINC00896"
"AIFL",18786,"apoptosis inducing factor mitochondria associated 3","AIFM3"
"AIFM3",18786,"apoptosis inducing factor mitochondria associated 3","AIFM3"
"RIM-BP3.3",18787,"RIMS binding protein 3C","RIMBP3C"
"RIMBP3.3",18787,"RIMS binding protein 3C","RIMBP3C"
"RIMBP3C",18787,"RIMS binding protein 3C","RIMBP3C"
"YDJC",18788,"YdjC chitooligosaccharide deacetylase homolog","YDJC"
"ZDHHC8P",18789,"ZDHHC8 pseudogene 1","ZDHHC8P1"
"ZDHHC8P1",18789,"ZDHHC8 pseudogene 1","ZDHHC8P1"
"N27C7-3",18790,"chromosome 22 open reading frame 15","C22orf15"
"C22orf15",18790,"chromosome 22 open reading frame 15","C22orf15"
"DNAJC20",18791,"HscB mitochondrial iron-sulfur cluster cochaperone","HSCB"
"HSC20",18791,"HscB mitochondrial iron-sulfur cluster cochaperone","HSCB"
"JAC1",18791,"HscB mitochondrial iron-sulfur cluster cochaperone","HSCB"
"HSCB",18791,"HscB mitochondrial iron-sulfur cluster cochaperone","HSCB"
"dJ366L4.1",18792,"coiled-coil domain containing 117","CCDC117"
"CCDC117",18792,"coiled-coil domain containing 117","CCDC117"
"CT46.2",18793,"HORMA domain containing 2","HORMAD2"
"HORMAD2",18793,"HORMA domain containing 2","HORMAD2"
"DSP18",18794,"dual specificity phosphatase 18","DUSP18"
"DUSP20",18794,"dual specificity phosphatase 18","DUSP18"
"LMWDSP20",18794,"dual specificity phosphatase 18","DUSP18"
"DUSP18",18794,"dual specificity phosphatase 18","DUSP18"
"C22orf27",18795,"MORC2 antisense RNA 1","MORC2-AS1"
"NCRNA00325",18795,"MORC2 antisense RNA 1","MORC2-AS1"
"MORC2-AS1",18795,"MORC2 antisense RNA 1","MORC2-AS1"
"dJ90G24.6",18796,"chromosome 22 open reading frame 42","C22orf42"
"C22orf42",18796,"chromosome 22 open reading frame 42","C22orf42"
"CACNA1I",18797,"ENTH domain containing 1","ENTHD1"
"dJ370M22.3",18797,"ENTH domain containing 1","ENTHD1"
"ENTHD1",18797,"ENTH domain containing 1","ENTHD1"
"DJ5",18798,"DnaJ heat shock protein family (Hsp40) member B7","DNAJB7"
"HSC3",18798,"DnaJ heat shock protein family (Hsp40) member B7","DNAJB7"
"DNAJB7",18798,"DnaJ heat shock protein family (Hsp40) member B7","DNAJB7"
"SLRR4B",18799,"chondroadherin like","CHADL"
"CHADL",18799,"chondroadherin like","CHADL"
"HYDM3",18800,"meiotic double-stranded break formation protein 1","MEI1"
"SPATA38",18800,"meiotic double-stranded break formation protein 1","MEI1"
"MEI1",18800,"meiotic double-stranded break formation protein 1","MEI1"
"CNAIP",18802,"NFAT activating protein with ITAM motif 1","NFAM1"
"NFAM1",18802,"NFAT activating protein with ITAM motif 1","NFAM1"
"GS2L",18803,"patatin like phospholipase domain containing 5","PNPLA5"
"dJ388M5",18803,"patatin like phospholipase domain containing 5","PNPLA5"
"dJ388M5.4",18803,"patatin like phospholipase domain containing 5","PNPLA5"
"PNPLA5",18803,"patatin like phospholipase domain containing 5","PNPLA5"
"PRR34-AS1",18804,"PRR34 antisense RNA 1","PRR34-AS1"
"C22orf40",18805,"cysteine rich DPF motif domain containing 1","CDPF1"
"CDPF1",18805,"cysteine rich DPF motif domain containing 1","CDPF1"
"CN5H6.4",18806,"GTSE1 divergent transcript","GTSE1-DT"
"GTSE1-AS1",18806,"GTSE1 divergent transcript","GTSE1-DT"
"LL22NC03-5H6.6",18806,"GTSE1 divergent transcript","GTSE1-DT"
"GTSE1-DT",18806,"GTSE1 divergent transcript","GTSE1-DT"
"DRG1P1",18873,"DRG1 pseudogene 1","DRG1P1"
"C3orf59",18905,"Mab-21 domain containing 2","MB21D2"
"MB21D2",18905,"Mab-21 domain containing 2","MB21D2"
"MBLAC2",18971,"metallo-beta-lactamase domain containing 2","MBLAC2"
"LPEAT1",19004,"membrane bound O-acyltransferase domain containing 1","MBOAT1"
"LPLAT",19004,"membrane bound O-acyltransferase domain containing 1","MBOAT1"
"LPLAT 1",19004,"membrane bound O-acyltransferase domain containing 1","MBOAT1"
"LPSAT",19004,"membrane bound O-acyltransferase domain containing 1","MBOAT1"
"OACT1",19004,"membrane bound O-acyltransferase domain containing 1","MBOAT1"
"dJ434O11.1",19004,"membrane bound O-acyltransferase domain containing 1","MBOAT1"
"MBOAT1",19004,"membrane bound O-acyltransferase domain containing 1","MBOAT1"
"FAM10A7",19033,"ST13, Hsp70 interacting protein pseudogene 7","ST13P7"
"FAM10A7P",19033,"ST13, Hsp70 interacting protein pseudogene 7","ST13P7"
"ST13P7",19033,"ST13, Hsp70 interacting protein pseudogene 7","ST13P7"
"PARIS",19038,"zinc finger protein 746","ZNF746"
"ZNF746",19038,"zinc finger protein 746","ZNF746"
"FAM10A6",19061,"ST13, Hsp70 interacting protein pseudogene 6","ST13P6"
"FAM10A6P",19061,"ST13, Hsp70 interacting protein pseudogene 6","ST13P6"
"ST13P6",19061,"ST13, Hsp70 interacting protein pseudogene 6","ST13P6"
"C9orf148",19102,"tubulin tyrosine ligase like 11","TTLL11"
"C9orf20",19102,"tubulin tyrosine ligase like 11","TTLL11"
"TTLL11-IT1",19102,"tubulin tyrosine ligase like 11","TTLL11"
"bA244O19.1",19102,"tubulin tyrosine ligase like 11","TTLL11"
"TTLL11",19102,"tubulin tyrosine ligase like 11","TTLL11"
"C9orf97",19125,"thiosulfate sulfurtransferase like domain containing 2","TSTD2"
"TSTD2",19125,"thiosulfate sulfurtransferase like domain containing 2","TSTD2"
"SMCT2",19170,"solute carrier family 5 member 12","SLC5A12"
"SLC5A12",19170,"solute carrier family 5 member 12","SLC5A12"
"ZNF709",19261,"zinc finger protein 709","ZNF709"
"CCDC116",19305,"coiled-coil domain containing 116","CCDC116"
"CALN2",19306,"calcium binding protein 7","CABP7"
"CABP7",19306,"calcium binding protein 7","CABP7"
"IRIDA",19307,"transmembrane serine protease 6","TMPRSS6"
"MT2",19307,"transmembrane serine protease 6","TMPRSS6"
"TMPRSS6",19307,"transmembrane serine protease 6","TMPRSS6"
"A3H",19308,"apolipoprotein B mRNA editing enzyme catalytic subunit 3H","APOBEC3H"
"ARP-10",19308,"apolipoprotein B mRNA editing enzyme catalytic subunit 3H","APOBEC3H"
"ARP10",19308,"apolipoprotein B mRNA editing enzyme catalytic subunit 3H","APOBEC3H"
"APOBEC3H",19308,"apolipoprotein B mRNA editing enzyme catalytic subunit 3H","APOBEC3H"
"GRAMD7",19309,"WBP2 N-terminal like","WBP2NL"
"PAWP",19309,"WBP2 N-terminal like","WBP2NL"
"WBP2NL",19309,"WBP2 N-terminal like","WBP2NL"
"TTLL8",19310,"tubulin tyrosine ligase like 8","TTLL8"
"C25",19519,"RNA polymerase III subunit H","POLR3H"
"RPC22.9",19519,"RNA polymerase III subunit H","POLR3H"
"RPC8",19519,"RNA polymerase III subunit H","POLR3H"
"POLR3H",19519,"RNA polymerase III subunit H","POLR3H"
"U2AF1-RS3",19621,"U2 small nuclear RNA auxiliary factor 1 like 4","U2AF1L4"
"U2AF1L3",19621,"U2 small nuclear RNA auxiliary factor 1 like 4","U2AF1L4"
"U2AF1L3V1",19621,"U2 small nuclear RNA auxiliary factor 1 like 4","U2AF1L4"
"U2AF1RS3",19621,"U2 small nuclear RNA auxiliary factor 1 like 4","U2AF1L4"
"U2af26",19621,"U2 small nuclear RNA auxiliary factor 1 like 4","U2AF1L4"
"U2AF1L4",19621,"U2 small nuclear RNA auxiliary factor 1 like 4","U2AF1L4"
"C22orf37",19656,"long intergenic non-protein coding RNA 528","LINC00528"
"LINC00528",19656,"long intergenic non-protein coding RNA 528","LINC00528"
"RNF215",19657,"ring finger protein 215","RNF215"
"A3A",19658,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A","APOBEC3A"
"ARP3",19658,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A","APOBEC3A"
"PHRBN",19658,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A","APOBEC3A"
"bK150C2.1",19658,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A","APOBEC3A"
"APOBEC3A",19658,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A","APOBEC3A"
"A3F",19659,"apolipoprotein B mRNA editing enzyme catalytic subunit 3F","APOBEC3F"
"ARP8",19659,"apolipoprotein B mRNA editing enzyme catalytic subunit 3F","APOBEC3F"
"BK150C2.4.MRNA",19659,"apolipoprotein B mRNA editing enzyme catalytic subunit 3F","APOBEC3F"
"KA6",19659,"apolipoprotein B mRNA editing enzyme catalytic subunit 3F","APOBEC3F"
"APOBEC3F",19659,"apolipoprotein B mRNA editing enzyme catalytic subunit 3F","APOBEC3F"
"RPL32_21_1577",19705,"ribosomal protein L32 pseudogene 31","RPL32P31"
"RPL32P31",19705,"ribosomal protein L32 pseudogene 31","RPL32P31"
"dJ507I15.1",19817,"RPL36A pseudogene 52","RPL36AP52"
"RPL36AP52",19817,"RPL36A pseudogene 52","RPL36AP52"
"CHASM",19853,"smoothelin like 1","SMTNL1"
"SMTNL1",19853,"smoothelin like 1","SMTNL1"
"1110008L20Rik",19977,"mitochondrial calcium uptake 2","MICU2"
"EFHA1",19977,"mitochondrial calcium uptake 2","MICU2"
"MICU2",19977,"mitochondrial calcium uptake 2","MICU2"
"BZRPL1",20074,"translocator protein 2","TSPO2"
"TSPO2",20074,"translocator protein 2","TSPO2"
"TOB2P",20082,"transducer of ERBB2, 2 pseudogene 1","TOB2P1"
"TOB4p",20082,"transducer of ERBB2, 2 pseudogene 1","TOB2P1"
"p373c6.3",20082,"transducer of ERBB2, 2 pseudogene 1","TOB2P1"
"TOB2P1",20082,"transducer of ERBB2, 2 pseudogene 1","TOB2P1"
"ERK7",20094,"mitogen-activated protein kinase 15","MAPK15"
"ERK8",20094,"mitogen-activated protein kinase 15","MAPK15"
"MAPK15",20094,"mitogen-activated protein kinase 15","MAPK15"
"OLA1P1",20169,"OLA1 pseudogene 1","OLA1P1"
"RPL31_8_567",20191,"ribosomal protein L31 pseudogene 8","RPL31P8"
"RPL31P8",20191,"ribosomal protein L31 pseudogene 8","RPL31P8"
"C22orf30",20197,"proline rich 14 like","PRR14L"
"PRR14L",20197,"proline rich 14 like","PRR14L"
"dJ222E13.1",20200,"serine hydrolase like 2","SERHL2"
"SERHL2",20200,"serine hydrolase like 2","SERHL2"
"TTLL5",20247,"tubulin tyrosine ligase like 10","TTLL10"
"TTLL10",20247,"tubulin tyrosine ligase like 10","TTLL10"
"BPIL2",20251,"BPI fold containing family C","BPIFC"
"BPIFC",20251,"BPI fold containing family C","BPIFC"
"bA9F11.1",20312,"transmembrane protein 211","TMEM211"
"TMEM211",20312,"transmembrane protein 211","TMEM211"
"MBLAC1",20313,"metallo-beta-lactamase domain containing 1","MBLAC1"
"ANTP3",20476,"solute carrier family 25 member 5 pseudogene 1","SLC25A5P1"
"bK250D10.4",20476,"solute carrier family 25 member 5 pseudogene 1","SLC25A5P1"
"SLC25A5P1",20476,"solute carrier family 25 member 5 pseudogene 1","SLC25A5P1"
"dJ106I20.2",20477,"NADH:ubiquinone oxidoreductase subunit A9 pseudogene 1","NDUFA9P1"
"NDUFA9P1",20477,"NADH:ubiquinone oxidoreductase subunit A9 pseudogene 1","NDUFA9P1"
"CLCP1",20478,"Charcot-Leyden crystal protein pseudogene 1","CLCP1"
"TAP2",20479,"SEC14 like lipid binding 3","SEC14L3"
"SEC14L3",20479,"SEC14 like lipid binding 3","SEC14L3"
"ZNF402P",20488,"zinc finger protein 402, pseudogene","ZNF402P"
"POM121L4P",20496,"POM121 transmembrane nucleoporin like 4, pseudogene","POM121L4P"
"OPHN1P1",20497,"ARHGAP42 pseudogene 3","ARHGAP42P3"
"ARHGAP42P3",20497,"ARHGAP42 pseudogene 3","ARHGAP42P3"
"FABP5L11",20498,"fatty acid binding protein 5 pseudogene 11","FABP5P11"
"FABP5P1",20498,"fatty acid binding protein 5 pseudogene 11","FABP5P11"
"FABP5P11",20498,"fatty acid binding protein 5 pseudogene 11","FABP5P11"
"TGF-beta1P",20499,"bone morphogenetic protein 6 pseudogene 1","BMP6P1"
"TGFB1P",20499,"bone morphogenetic protein 6 pseudogene 1","BMP6P1"
"BMP6P1",20499,"bone morphogenetic protein 6 pseudogene 1","BMP6P1"
"SOCS2P2",20500,"suppressor of cytokine signaling 2 pseudogene 2","SOCS2P2"
"ASH2LP1",20501,"ASH2L pseudogene 1","ASH2LP1"
"Rgr",20510,"ral guanine nucleotide dissociation stimulator like 4","RGL4"
"RGL4",20510,"ral guanine nucleotide dissociation stimulator like 4","RGL4"
"NUP50P2",20512,"nucleoporin 50 pseudogene 2","NUP50P2"
"NUP50P3",20513,"nucleoporin 50 pseudogene 3","NUP50P3"
"RNU12-1",20532,"RNA, U12 small nuclear","RNU12"
"RNU12L",20532,"RNA, U12 small nuclear","RNU12"
"RNU12P",20532,"RNA, U12 small nuclear","RNU12"
"dJ222E13.7",20532,"RNA, U12 small nuclear","RNU12"
"RNU12",20532,"RNA, U12 small nuclear","RNU12"
"Zfp740",20660,"zinc finger protein 740","ZNF740"
"ZNF740",20660,"zinc finger protein 740","ZNF740"
"KRT18P55",20822,"keratin 18 pseudogene 55","KRT18P55"
"RPL36A_23_1584",20849,"ribosomal protein L36a pseudogene 49","RPL36AP49"
"RPL36AP49",20849,"ribosomal protein L36a pseudogene 49","RPL36AP49"
"MBD3L5",20911,"methyl-CpG binding domain protein 3 like 5","MBD3L5"
"MIF-AS",20982,"MIF antisense RNA 1","MIF-AS1"
"MIF-AS1",20982,"MIF antisense RNA 1","MIF-AS1"
"TTC28-AS",20984,"TTC28 antisense RNA 1","TTC28-AS1"
"TTC28AS",20984,"TTC28 antisense RNA 1","TTC28-AS1"
"dJ353E16.2",20984,"TTC28 antisense RNA 1","TTC28-AS1"
"TTC28-AS1",20984,"TTC28 antisense RNA 1","TTC28-AS1"
"TAP3",20985,"SEC14 like lipid binding 4","SEC14L4"
"SEC14L4",20985,"SEC14 like lipid binding 4","SEC14L4"
"RPL23A_43_1761",20989,"ribosomal protein L23a pseudogene 82","RPL23AP82"
"RPL23AP82",20989,"ribosomal protein L23a pseudogene 82","RPL23AP82"
"CCDC74B-AS1",21011,"mediator complex subunit 15 pseudogene 9","MED15P9"
"MED15P2",21011,"mediator complex subunit 15 pseudogene 9","MED15P9"
"MED15P9",21011,"mediator complex subunit 15 pseudogene 9","MED15P9"
"RPL31_7_358",21036,"ribosomal protein L31 pseudogene 18","RPL31P18"
"RPL31P18",21036,"ribosomal protein L31 pseudogene 18","RPL31P18"
"RPL34-AS1",21078,"RPL34 divergent transcript","RPL34-DT"
"RPL34-DT",21078,"RPL34 divergent transcript","RPL34-DT"
"RPL39_9_712",21146,"ribosomal protein L39 pseudogene 3","RPL39P3"
"RPL39P3",21146,"ribosomal protein L39 pseudogene 3","RPL39P3"
"ZNF707",21193,"zinc finger protein 707","ZNF707"
"VN1R22-1P",21299,"vomeronasal 1 receptor 9 pseudogene","VN1R9P"
"VN1R9P",21299,"vomeronasal 1 receptor 9 pseudogene","VN1R9P"
"EIF3EIPP1",21344,"eukaryotic translation initiation factor 3 subunit L pseudogene 1","EIF3LP1"
"EIF3S6IPP",21344,"eukaryotic translation initiation factor 3 subunit L pseudogene 1","EIF3LP1"
"EIF3LP1",21344,"eukaryotic translation initiation factor 3 subunit L pseudogene 1","EIF3LP1"
"RNU56B",21363,"small nucleolar RNA, C/D box 56B","SNORD56B"
"SNORD56B",21363,"small nucleolar RNA, C/D box 56B","SNORD56B"
"GCATP",21364,"glycine C-acetyltransferase pseudogene 1","GCATP1"
"GCATP1",21364,"glycine C-acetyltransferase pseudogene 1","GCATP1"
"RPL36A_18_1380",21393,"ribosomal protein L36a pseudogene 2","RPL36AP2"
"RPL36AP2",21393,"ribosomal protein L36a pseudogene 2","RPL36AP2"
"RPL36AP3",21395,"ribosomal protein L36 pseudogene 3","RPL36P3"
"RPL36_6_1387",21395,"ribosomal protein L36 pseudogene 3","RPL36P3"
"RPL36P3",21395,"ribosomal protein L36 pseudogene 3","RPL36P3"
"RPL36A_19_1402",21396,"ribosomal protein L36a pseudogene 4","RPL36AP4"
"RPL36AP4",21396,"ribosomal protein L36a pseudogene 4","RPL36AP4"
"RPL39_16_1342",21398,"ribosomal protein L39 pseudogene 2","RPL39P2"
"RPL39P2",21398,"ribosomal protein L39 pseudogene 2","RPL39P2"
"RPL3P4",21399,"ribosomal protein L3 pseudogene 4","RPL3P4"
"MED15P",21437,"mediator complex subunit 15 pseudogene 1","MED15P1"
"PCQAPP",21437,"mediator complex subunit 15 pseudogene 1","MED15P1"
"MED15P1",21437,"mediator complex subunit 15 pseudogene 1","MED15P1"
"HIST3H2BA",21452,"H2B.U histone 2, pseudogene","H2BU2P"
"H2BU2P",21452,"H2B.U histone 2, pseudogene","H2BU2P"
"MRPS16P3",21521,"mitochondrial ribosomal protein S16 pseudogene 3","MRPS16P3"
"ST13P8",21574,"ST13, Hsp70 interacting protein pseudogene 8","ST13P8"
"NEFHL",21627,"neurofilament heavy pseudogene 1","NEFHP1"
"NEFHP1",21627,"neurofilament heavy pseudogene 1","NEFHP1"
"SLC35E4",21658,"solute carrier family 35 member E4","SLC35E4"
"C22orf33",21660,"testis expressed 33","TEX33"
"EAN57",21660,"testis expressed 33","TEX33"
"cE81G9.2",21660,"testis expressed 33","TEX33"
"TEX33",21660,"testis expressed 33","TEX33"
"GAS2L1P2",21762,"growth arrest specific 2 like 1 pseudogene 2","GAS2L1P2"
"ATF4P2",21783,"activating transcription factor 4 pseudogene 2","ATF4P2"
"EIF3LP3",21799,"eukaryotic translation initiation factor 3 subunit L pseudogene 3","EIF3LP3"
"RPL31_16_1224",21819,"ribosomal protein L31 pseudogene 50","RPL31P50"
"RPL31P50",21819,"ribosomal protein L31 pseudogene 50","RPL31P50"
"RPL35_2_1335",21831,"ribosomal protein L35 pseudogene 7","RPL35P7"
"RPL35P7",21831,"ribosomal protein L35 pseudogene 7","RPL35P7"
"SMTNL2",21859,"smoothelin like 2","SMTNL2"
"RPL34_15_1639",21886,"ribosomal protein L34 pseudogene 34","RPL34P34"
"RPL34P34",21886,"ribosomal protein L34 pseudogene 34","RPL34P34"
"PRAMEF23",21891,"PRAME family member 5","PRAMEF5"
"PRAMEF5L",21891,"PRAME family member 5","PRAMEF5"
"PRAMEF5",21891,"PRAME family member 5","PRAMEF5"
"PRAMEF9",21893,"PRAME family member 9","PRAMEF9"
"PRAMEF10",21894,"PRAME family member 10","PRAMEF10"
"ATP6EP1",21919,"ATPase H+ transporting V1 subunit E1 pseudogene 1","ATP6V1E1P1"
"ATP6V1EP1",21919,"ATPase H+ transporting V1 subunit E1 pseudogene 1","ATP6V1E1P1"
"ATP6V1E1P1",21919,"ATPase H+ transporting V1 subunit E1 pseudogene 1","ATP6V1E1P1"
"MRPS18CP6",21929,"MRPS18C pseudogene 6","MRPS18CP6"
"ST13P2",21941,"ST13, Hsp70 interacting protein pseudogene 2","ST13P2"
"PES1P1",21979,"pescadillo ribosomal biogenesis factor 1 pseudogene 1","PES1P1"
"RPL37_5_905",22029,"ribosomal protein L37 pseudogene 6","RPL37P6"
"RPL37P6",22029,"ribosomal protein L37 pseudogene 6","RPL37P6"
"PES1P2",22039,"pescadillo ribosomal biogenesis factor 1 pseudogene 2","PES1P2"
"RPL36_5_1005",22046,"ribosomal protein L36 pseudogene 14","RPL36P14"
"RPL36P14",22046,"ribosomal protein L36 pseudogene 14","RPL36P14"
"TBX13",22106,"T-box transcription factor 10","TBX10"
"TBX7",22106,"T-box transcription factor 10","TBX10"
"TBX10",22106,"T-box transcription factor 10","TBX10"
"C16orf84",22121,"cytosolic thiouridylase subunit 2","CTU2"
"MFRG",22121,"cytosolic thiouridylase subunit 2","CTU2"
"NCS2",22121,"cytosolic thiouridylase subunit 2","CTU2"
"UPF0432",22121,"cytosolic thiouridylase subunit 2","CTU2"
"CTU2",22121,"cytosolic thiouridylase subunit 2","CTU2"
"C22orf34",22132,"MIR3667 host gene","MIR3667HG"
"MIR3667HG",22132,"MIR3667 host gene","MIR3667HG"
"NGRH1",22166,"reticulon 4 receptor like 2","RTN4RL2"
"NgR2",22166,"reticulon 4 receptor like 2","RTN4RL2"
"RTN4RL2",22166,"reticulon 4 receptor like 2","RTN4RL2"
"USP41",22412,"ubiquitin specific peptidase 41","USP41"
"PI4KAP2",22475,"phosphatidylinositol 4-kinase alpha pseudogene 2","PI4KAP2"
"RP26",22483,"ceramide kinase like","CERKL"
"CERKL",22483,"ceramide kinase like","CERKL"
